sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
Subject 03 -- attend vehicles
03 1 01 12 0 1 1 4 +1 1 -1 1 1 1 04.1756 09.0248 03.0461 1 1 0
03 1 02 2 1 0 0 0 +0 0 +0 2 NaN NaN 01.7996 00.0000 00.0000 1 NaN NaN
03 1 03 39 0 1 2 3 -1 1 +1 1 1 1 03.4457 02.4368 02.1263 1 0 1
03 1 04 7 0 1 2 3 +1 0 -1 1 1 1 03.9032 01.4509 01.4375 1 0 0
03 1 05 29 0 1 2 3 -1 0 -1 2 NaN NaN 01.3557 00.0000 00.0000 0 NaN NaN
03 1 06 44 0 1 2 1 +1 1 -1 2 NaN NaN 01.3574 00.0000 00.0000 0 NaN NaN
03 1 07 28 0 1 1 1 +1 0 -1 1 1 2 01.1505 02.3016 00.9085 1 1 1
03 1 08 41 1 0 0 0 +0 0 +0 1 1 2 01.2483 01.6272 01.0140 0 0 0
03 1 09 21 0 1 1 3 -1 1 -1 1 1 1 01.0771 01.7989 00.9068 1 1 1
03 1 10 26 1 0 0 0 +0 0 +0 2 NaN NaN 05.5834 00.0000 00.0000 1 NaN NaN
03 1 11 6 0 1 2 1 -1 1 +1 2 NaN NaN 01.7118 00.0000 00.0000 0 NaN NaN
03 1 12 48 0 1 1 1 -1 0 -1 1 1 1 00.8500 01.9976 00.9852 1 1 1
03 1 13 24 0 1 1 1 -1 0 -1 2 NaN NaN 03.2575 00.0000 00.0000 0 NaN NaN
03 1 14 18 0 1 1 1 +1 1 +1 2 NaN NaN 00.8268 00.0000 00.0000 0 NaN NaN
03 1 15 11 0 1 2 1 +1 0 -1 2 NaN NaN 02.8016 00.0000 00.0000 0 NaN NaN
03 1 16 32 0 1 1 1 -1 0 +1 2 NaN NaN 01.3659 00.0000 00.0000 0 NaN NaN
03 1 17 18 0 1 1 4 +1 0 -1 1 2 2 01.9263 02.5971 00.5836 1 0 1
03 1 18 25 0 1 1 3 +1 1 -1 1 1 1 01.4487 05.2111 00.4485 1 1 0
03 1 19 33 0 1 2 3 -1 1 -1 2 NaN NaN 02.3273 00.0000 00.0000 0 NaN NaN
03 1 20 28 0 1 1 1 +1 1 -1 1 1 2 00.9277 00.6000 01.6934 1 1 1
03 1 21 8 0 1 2 1 -1 1 -1 2 NaN NaN 01.1044 00.0000 00.0000 0 NaN NaN
03 1 22 34 0 1 1 3 -1 0 -1 2 NaN NaN 00.8446 00.0000 00.0000 0 NaN NaN
03 1 23 46 0 1 2 1 +1 0 -1 2 NaN NaN 01.3787 00.0000 00.0000 0 NaN NaN
03 1 24 17 0 1 1 1 +1 0 +1 2 NaN NaN 00.7862 00.0000 00.0000 0 NaN NaN
03 1 25 39 1 0 0 0 +0 0 +0 1 2 1 01.0351 00.7032 00.2569 0 0 0
03 1 26 16 0 1 1 4 +1 0 +1 2 NaN NaN 00.7362 00.0000 00.0000 0 NaN NaN
03 1 27 15 0 1 2 1 -1 0 -1 1 1 1 01.0191 01.3277 01.0152 1 0 1
03 1 28 22 1 0 0 0 +0 0 +0 2 NaN NaN 00.7749 00.0000 00.0000 1 NaN NaN
03 1 29 30 0 1 1 1 -1 1 +1 2 NaN NaN 01.1363 00.0000 00.0000 0 NaN NaN
03 1 30 40 0 1 1 4 -1 1 +1 1 1 1 00.8751 01.1566 00.7394 1 1 1
03 1 31 42 0 1 2 4 +1 1 -1 1 1 1 01.2628 00.3289 00.1382 1 0 0
03 1 32 4 0 1 2 1 +1 1 -1 2 NaN NaN 00.5903 00.0000 00.0000 0 NaN NaN
03 1 33 47 0 1 1 3 +1 0 -1 2 NaN NaN 01.7115 00.0000 00.0000 0 NaN NaN
03 1 34 38 0 1 2 4 -1 1 +1 1 1 2 02.9458 00.4856 00.7845 1 0 0
03 1 35 27 0 1 2 4 +1 0 +1 2 NaN NaN 01.1452 00.0000 00.0000 0 NaN NaN
03 1 36 48 0 1 2 1 -1 1 +1 2 NaN NaN 00.8188 00.0000 00.0000 0 NaN NaN
03 1 37 1 0 1 2 3 +1 1 -1 2 NaN NaN 00.8427 00.0000 00.0000 0 NaN NaN
03 1 38 30 1 0 0 0 +0 0 +0 2 NaN NaN 00.7854 00.0000 00.0000 1 NaN NaN
03 1 39 6 0 1 2 1 -1 0 +1 2 NaN NaN 00.8263 00.0000 00.0000 0 NaN NaN
03 1 40 43 1 0 0 0 +0 0 +0 2 NaN NaN 01.6337 00.0000 00.0000 1 NaN NaN
03 1 41 35 0 1 1 1 +1 0 -1 2 NaN NaN 00.7108 00.0000 00.0000 0 NaN NaN
03 1 42 3 1 0 0 0 +0 0 +0 2 NaN NaN 01.5224 00.0000 00.0000 1 NaN NaN
03 1 43 24 0 1 1 1 -1 1 -1 2 NaN NaN 02.0605 00.0000 00.0000 0 NaN NaN
03 1 44 22 0 1 2 3 -1 0 +1 2 NaN NaN 00.6562 00.0000 00.0000 0 NaN NaN
03 1 45 47 0 1 1 1 +1 1 -1 2 NaN NaN 02.0306 00.0000 00.0000 0 NaN NaN
03 1 46 14 0 1 1 4 +1 1 +1 2 NaN NaN 02.8670 00.0000 00.0000 0 NaN NaN
03 1 47 32 0 1 1 4 -1 1 -1 2 NaN NaN 01.0285 00.0000 00.0000 0 NaN NaN
03 1 48 36 1 0 0 0 +0 0 +0 2 NaN NaN 01.2028 00.0000 00.0000 1 NaN NaN
03 1 49 3 0 1 1 4 -1 0 -1 2 NaN NaN 00.7147 00.0000 00.0000 0 NaN NaN
03 1 50 38 1 0 0 0 +0 0 +0 2 NaN NaN 00.6950 00.0000 00.0000 1 NaN NaN
03 1 51 34 0 1 1 3 +1 1 +1 2 NaN NaN 00.7713 00.0000 00.0000 0 NaN NaN
03 1 52 44 1 0 0 0 +0 0 +0 2 NaN NaN 00.6855 00.0000 00.0000 1 NaN NaN
03 1 53 23 0 1 1 4 -1 0 +1 1 1 1 00.8426 00.7742 00.7567 1 1 1
03 1 54 29 0 1 2 4 +1 1 +1 1 2 2 01.0556 01.3149 00.1551 1 1 1
03 1 55 35 1 0 0 0 +0 0 +0 2 NaN NaN 00.9270 00.0000 00.0000 1 NaN NaN
03 1 56 20 0 1 2 1 +1 1 +1 2 NaN NaN 01.3622 00.0000 00.0000 0 NaN NaN
03 1 57 19 0 1 1 1 -1 1 +1 1 1 1 00.8512 00.4790 00.8581 1 1 1
03 1 58 43 0 1 1 1 +1 1 +1 2 NaN NaN 00.8800 00.0000 00.0000 0 NaN NaN
03 1 59 41 0 1 2 1 -1 0 -1 2 NaN NaN 00.7732 00.0000 00.0000 0 NaN NaN
03 1 60 8 0 1 1 1 -1 0 +1 2 NaN NaN 01.0069 00.0000 00.0000 0 NaN NaN
03 1 61 37 1 0 0 0 +0 0 +0 2 NaN NaN 00.8792 00.0000 00.0000 1 NaN NaN
03 1 62 5 0 1 2 4 -1 1 -1 2 NaN NaN 03.1719 00.0000 00.0000 0 NaN NaN
03 1 63 37 0 1 1 3 +1 0 +1 2 NaN NaN 01.2888 00.0000 00.0000 0 NaN NaN
03 1 64 10 1 0 0 0 +0 0 +0 2 NaN NaN 03.0052 00.0000 00.0000 1 NaN NaN
03 1 65 11 0 1 1 3 -1 1 +1 1 2 1 01.8811 00.3135 00.1235 1 0 1
03 1 66 21 0 1 2 1 -1 0 +1 2 NaN NaN 00.6721 00.0000 00.0000 0 NaN NaN
03 1 67 25 0 1 2 4 -1 0 +1 2 NaN NaN 00.7345 00.0000 00.0000 0 NaN NaN
03 1 68 33 0 1 2 1 +1 0 +1 2 NaN NaN 00.5542 00.0000 00.0000 0 NaN NaN
03 1 69 19 1 0 0 0 +0 0 +0 2 NaN NaN 00.6853 00.0000 00.0000 1 NaN NaN
03 1 70 31 0 1 2 1 +1 1 +1 2 NaN NaN 00.7143 00.0000 00.0000 0 NaN NaN
03 1 71 40 0 1 2 4 +1 0 -1 2 NaN NaN 00.6460 00.0000 00.0000 0 NaN NaN
03 1 72 13 0 1 2 3 +1 1 +1 1 1 2 01.1405 01.4752 00.6618 1 0 1
03 1 73 26 1 0 0 0 +0 0 +0 2 NaN NaN 00.7403 00.0000 00.0000 1 NaN NaN
03 1 74 31 0 1 1 3 -1 0 +1 2 NaN NaN 03.8872 00.0000 00.0000 0 NaN NaN
03 1 75 42 0 1 2 1 +1 0 +1 2 NaN NaN 00.6627 00.0000 00.0000 0 NaN NaN
03 1 76 45 0 1 2 1 -1 1 -1 2 NaN NaN 00.7091 00.0000 00.0000 0 NaN NaN
03 1 77 46 0 1 1 1 -1 1 -1 1 1 2 01.5534 00.4639 00.6676 1 1 0
03 1 78 9 0 1 2 3 +1 0 +1 2 NaN NaN 00.7619 00.0000 00.0000 0 NaN NaN
03 1 79 14 0 1 1 1 +1 0 +1 2 NaN NaN 00.5479 00.0000 00.0000 0 NaN NaN
03 1 80 2 0 1 2 4 -1 0 -1 2 NaN NaN 00.5347 00.0000 00.0000 0 NaN NaN
03 2 01 11 0 1 2 1 +1 0 -1 2 NaN NaN 00.9613 00.0000 00.0000 0 NaN NaN
03 2 02 18 0 1 1 1 +1 1 +1 2 NaN NaN 02.2744 00.0000 00.0000 0 NaN NaN
03 2 03 47 0 1 1 1 +1 1 -1 2 NaN NaN 01.1339 00.0000 00.0000 0 NaN NaN
03 2 04 15 0 1 2 1 -1 0 -1 1 2 2 01.0318 03.5640 01.2382 1 1 0
03 2 05 35 1 0 0 0 +0 0 +0 2 NaN NaN 00.8281 00.0000 00.0000 1 NaN NaN
