sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
99 1 01 f05 0 1 2 1 +1 0 +1 2 0 0 01.2392 00.0000 00.0000 0 0 0
99 2 01 f29 0 1 2 3 +1 0 +1 2 0 0 01.2143 00.0000 00.0000 0 0 0
99 3 01 f26 0 1 1 4 +1 0 -1 2 0 0 00.5094 00.0000 00.0000 0 0 0
99 4 01 f15 0 1 2 4 -1 0 +1 2 0 0 01.7646 00.0000 00.0000 0 0 0
99 5 01 v48 0 1 1 1 +1 1 +1 2 0 0 04.8751 00.0000 00.0000 0 0 0
99 6 01 v30 0 1 2 3 +1 1 +1 2 0 0 00.4265 00.0000 00.0000 0 0 0
99 7 01 f20 0 1 2 1 -1 0 +1 2 0 0 00.2468 00.0000 00.0000 0 0 0
99 8 01 f48 1 0 0 0 +0 0 +0 2 0 0 49.8653 00.0000 00.0000 1 1 0
99 9 01 v16 0 1 2 3 +1 1 -1 2 0 0 00.5076 00.0000 00.0000 0 0 0
99 10 01 v07 0 1 1 4 +1 1 -1 2 0 0 00.2268 00.0000 00.0000 0 0 0
99 11 01 v37 1 0 0 0 +0 0 +0 2 0 0 00.2701 00.0000 00.0000 1 1 0
99 12 01 f47 1 0 0 0 +0 0 +0 2 0 0 00.2452 00.0000 00.0000 1 1 0
99 13 01 f46 0 1 2 1 +1 0 -1 2 0 0 00.3727 00.0000 00.0000 0 0 0
99 14 01 v47 0 1 2 1 +1 1 -1 2 0 0 00.2264 00.0000 00.0000 0 0 0
99 15 01 f12 0 1 1 4 -1 0 -1 2 0 0 00.3471 00.0000 00.0000 0 0 0
99 16 01 f01 0 1 1 3 +1 0 -1 2 0 0 00.2168 00.0000 00.0000 0 0 0
99 17 01 v27 1 0 0 0 +0 0 +0 2 0 0 00.2309 00.0000 00.0000 1 1 0
99 18 01 v10 0 1 1 4 -1 1 -1 2 0 0 00.2734 00.0000 00.0000 0 0 0
99 19 01 v31 0 1 1 3 +1 1 +1 2 0 0 00.2673 00.0000 00.0000 0 0 0
99 20 01 f41 0 1 2 4 +1 0 -1 2 0 0 00.2650 00.0000 00.0000 0 0 0
99 21 01 f11 0 1 1 1 +1 0 +1 2 0 0 00.2298 00.0000 00.0000 0 0 0
99 22 01 f43 0 1 1 1 -1 0 -1 2 0 0 00.2492 00.0000 00.0000 0 0 0
99 23 01 f07 0 1 2 1 +1 0 +1 2 0 0 00.2190 00.0000 00.0000 0 0 0
99 24 01 v23 0 1 1 4 +1 1 +1 2 0 0 00.2559 00.0000 00.0000 0 0 0
99 25 01 v46 0 1 2 4 -1 1 -1 2 0 0 00.2481 00.0000 00.0000 0 0 0
99 26 01 f35 0 1 2 3 -1 0 -1 2 0 0 00.2448 00.0000 00.0000 0 0 0
99 27 01 f19 0 1 1 1 -1 0 +1 2 0 0 00.2386 00.0000 00.0000 0 0 0
99 28 01 v35 0 1 1 1 -1 1 +1 2 0 0 00.2251 00.0000 00.0000 0 0 0
99 29 01 v38 0 1 2 4 +1 1 +1 2 0 0 00.2615 00.0000 00.0000 0 0 0
99 30 01 f30 1 0 0 0 +0 0 +0 2 0 0 00.2605 00.0000 00.0000 1 1 0
99 31 01 v17 1 0 0 0 +0 0 +0 2 0 0 00.2698 00.0000 00.0000 1 1 0
99 32 01 f06 0 1 1 1 +1 0 -1 2 0 0 00.1890 00.0000 00.0000 0 0 0
99 33 01 f39 0 1 2 3 +1 0 -1 2 0 0 00.3044 00.0000 00.0000 0 0 0
99 34 01 f13 1 0 0 0 +0 0 +0 2 0 0 00.2354 00.0000 00.0000 1 1 0
99 35 01 f09 0 1 1 1 +1 0 +1 2 0 0 00.2610 00.0000 00.0000 0 0 0
99 36 01 v21 1 0 0 0 +0 0 +0 2 0 0 00.2484 00.0000 00.0000 1 1 0
99 37 01 f27 1 0 0 0 +0 0 +0 2 0 0 00.2407 00.0000 00.0000 1 1 0
99 38 01 v22 0 1 1 3 -1 1 -1 2 0 0 00.1820 00.0000 00.0000 0 0 0
99 39 01 v20 0 1 2 3 -1 1 +1 2 0 0 00.2292 00.0000 00.0000 0 0 0
99 40 01 v33 0 1 1 4 -1 1 +1 2 0 0 00.1709 00.0000 00.0000 0 0 0
99 41 01 f34 0 1 2 1 -1 0 -1 2 0 0 00.2135 00.0000 00.0000 0 0 0
99 42 01 f02 0 1 1 4 +1 0 +1 2 0 0 00.2613 00.0000 00.0000 0 0 0
99 43 01 v42 0 1 1 3 -1 1 +1 1 1 1 00.7881 02.4182 03.4245 1 1 1
99 44 01 f40 0 1 2 4 -1 0 -1 2 0 0 01.5868 00.0000 00.0000 0 0 0
