sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
99 1 01 f05 0 1 2 1 +1 0 +1 2 0 0 02.5291 00.0000 00.0000 0 0 0
99 2 01 f29 0 1 2 3 +1 0 +1 2 0 0 02.5896 00.0000 00.0000 0 0 0
99 3 01 f26 0 1 1 4 +1 0 -1 1 1 2 02.5749 02.3243 01.7129 1 1 1
99 4 01 f15 0 1 2 4 -1 0 +1 2 0 0 01.1608 00.0000 00.0000 0 0 0
99 5 01 v48 0 1 1 1 +1 1 +1 1 1 2 01.1388 09.5063 01.6007 1 1 1
99 6 01 v30 0 1 2 3 +1 1 +1 2 0 0 01.0751 00.0000 00.0000 0 0 0
99 7 01 f20 0 1 2 1 -1 0 +1 1 1 1 02.0037 00.5041 01.6188 1 0 1
99 8 01 f48 1 0 0 0 +0 0 +0 2 0 0 01.4806 00.0000 00.0000 1 1 0
99 9 01 v16 0 1 2 3 +1 1 -1 1 2 2 01.0720 01.2691 00.5595 1 1 1
99 10 01 v07 0 1 1 4 +1 1 -1 2 0 0 01.3876 00.0000 00.0000 0 0 0
99 11 01 v37 1 0 0 0 +0 0 +0 2 0 0 01.2924 00.0000 00.0000 1 1 0
99 12 01 f47 1 0 0 0 +0 0 +0 2 0 0 01.1046 00.0000 00.0000 1 1 0
99 13 01 f46 0 1 2 1 +1 0 -1 2 0 0 16.4824 00.0000 00.0000 0 0 0
99 14 01 v47 0 1 2 1 +1 1 -1 2 0 0 01.3122 00.0000 00.0000 0 0 0
99 15 01 f12 0 1 1 4 -1 0 -1 2 0 0 01.0910 00.0000 00.0000 0 0 0
99 16 01 f01 0 1 1 3 +1 0 -1 2 0 0 00.5982 00.0000 00.0000 0 0 0
99 17 01 v27 1 0 0 0 +0 0 +0 2 0 0 01.3320 00.0000 00.0000 1 1 0
99 18 01 v10 0 1 1 4 -1 1 -1 2 0 0 05.0321 00.0000 00.0000 0 0 0
99 19 01 v31 0 1 1 3 +1 1 +1 2 0 0 00.5526 00.0000 00.0000 0 0 0
99 20 01 f41 0 1 2 4 +1 0 -1 2 0 0 00.6046 00.0000 00.0000 0 0 0
99 21 01 f11 0 1 1 1 +1 0 +1 2 0 0 00.7414 00.0000 00.0000 0 0 0
99 22 01 f43 0 1 1 1 -1 0 -1 2 0 0 00.8011 00.0000 00.0000 0 0 0
99 23 01 f07 0 1 2 1 +1 0 +1 2 0 0 00.5577 00.0000 00.0000 0 0 0
99 24 01 v23 0 1 1 4 +1 1 +1 2 0 0 00.6327 00.0000 00.0000 0 0 0
99 25 01 v46 0 1 2 4 -1 1 -1 2 0 0 00.8484 00.0000 00.0000 0 0 0
99 26 01 f35 0 1 2 3 -1 0 -1 2 0 0 00.6121 00.0000 00.0000 0 0 0
99 27 01 f19 0 1 1 1 -1 0 +1 2 0 0 06.6727 00.0000 00.0000 0 0 0
99 28 01 v35 0 1 1 1 -1 1 +1 2 0 0 00.5910 00.0000 00.0000 0 0 0
99 29 01 v38 0 1 2 4 +1 1 +1 2 0 0 00.6888 00.0000 00.0000 0 0 0
99 30 01 f30 1 0 0 0 +0 0 +0 2 0 0 00.8324 00.0000 00.0000 1 1 0
99 31 01 v17 1 0 0 0 +0 0 +0 2 0 0 00.6912 00.0000 00.0000 1 1 0
99 32 01 f06 0 1 1 1 +1 0 -1 2 0 0 20.9739 00.0000 00.0000 0 0 0
99 33 01 f39 0 1 2 3 +1 0 -1 2 0 0 05.8848 00.0000 00.0000 0 0 0
99 34 01 f13 1 0 0 0 +0 0 +0 2 0 0 01.0396 00.0000 00.0000 1 1 0
99 35 01 f09 0 1 1 1 +1 0 +1 2 0 0 01.1359 00.0000 00.0000 0 0 0
99 36 01 v21 1 0 0 0 +0 0 +0 2 0 0 00.6773 00.0000 00.0000 1 1 0
99 37 01 f27 1 0 0 0 +0 0 +0 2 0 0 00.4993 00.0000 00.0000 1 1 0
99 38 01 v22 0 1 1 3 -1 1 -1 2 0 0 00.8610 00.0000 00.0000 0 0 0
99 39 01 v20 0 1 2 3 -1 1 +1 2 0 0 00.4777 00.0000 00.0000 0 0 0
99 40 01 v33 0 1 1 4 -1 1 +1 2 0 0 00.6192 00.0000 00.0000 0 0 0
99 41 01 f34 0 1 2 1 -1 0 -1 2 0 0 02.4719 00.0000 00.0000 0 0 0
99 42 01 f02 0 1 1 4 +1 0 +1 2 0 0 02.6650 00.0000 00.0000 0 0 0
99 43 01 v42 0 1 1 3 -1 1 +1 2 0 0 01.3187 00.0000 00.0000 0 0 0
99 44 01 f40 0 1 2 4 -1 0 -1 2 0 0 00.8390 00.0000 00.0000 0 0 0
99 45 01 f18 0 1 2 1 +1 0 -1 2 0 0 01.8684 00.0000 00.0000 0 0 0
99 46 01 v28 0 1 1 1 +1 1 -1 2 0 0 01.0301 00.0000 00.0000 0 0 0
99 47 01 f23 0 1 2 3 -1 0 +1 2 0 0 00.7440 00.0000 00.0000 0 0 0
99 48 01 f10 0 1 1 3 +1 0 +1 2 0 0 01.2654 00.0000 00.0000 0 0 0
