sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
99 1 01 f05 0 1 2 1 +1 0 +1 2 NaN NaN 01.4205 00.0000 00.0000 0 NaN NaN
99 2 01 f29 0 1 2 3 +1 0 +1 2 NaN NaN 00.5603 00.0000 00.0000 0 NaN NaN
99 3 01 f26 0 1 1 4 +1 0 -1 2 NaN NaN 00.7525 00.0000 00.0000 0 NaN NaN
99 4 01 f15 0 1 2 4 -1 0 +1 1 1 1 00.7963 00.3394 00.1903 1 0 1
99 5 01 v48 0 1 1 1 +1 1 +1 1 1 1 00.0415 00.1554 00.2370 1 1 0
99 6 01 v30 0 1 2 3 +1 1 +1 2 NaN NaN 00.3691 00.0000 00.0000 0 NaN NaN
99 7 01 f20 0 1 2 1 -1 0 +1 2 NaN NaN 00.1312 00.0000 00.0000 0 NaN NaN
99 8 01 f48 1 0 0 0 +0 0 +0 2 NaN NaN 00.9835 00.0000 00.0000 1 NaN NaN
99 9 01 v16 0 1 2 3 +1 1 -1 2 NaN NaN 01.0062 00.0000 00.0000 0 NaN NaN
99 10 01 v07 0 1 1 4 +1 1 -1 2 NaN NaN 00.8228 00.0000 00.0000 0 NaN NaN
