sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
99 1 01 f05 0 1 2 1 +1 0 +1 2 0 0 01.0156 00.0000 00.0000 0 0 0
99 2 01 f29 0 1 2 3 +1 0 +1 2 0 0 00.1842 00.0000 00.0000 0 0 0
99 3 01 f26 0 1 1 4 +1 0 -1 2 0 0 00.1872 00.0000 00.0000 0 0 0
99 4 01 f15 0 1 2 4 -1 0 +1 2 0 0 00.1458 00.0000 00.0000 0 0 0
99 5 01 v48 0 1 1 1 +1 1 +1 2 0 0 00.1480 00.0000 00.0000 0 0 0
99 6 01 v30 0 1 2 3 +1 1 +1 2 0 0 00.2285 00.0000 00.0000 0 0 0
99 7 01 f20 0 1 2 1 -1 0 +1 2 0 0 00.1469 00.0000 00.0000 0 0 0
99 8 01 f48 1 0 0 0 +0 0 +0 2 0 0 00.2291 00.0000 00.0000 1 1 0
99 9 01 v16 0 1 2 3 +1 1 -1 2 0 0 00.1477 00.0000 00.0000 0 0 0
99 10 01 v07 0 1 1 4 +1 1 -1 2 0 0 00.1272 00.0000 00.0000 0 0 0
99 11 01 v37 1 0 0 0 +0 0 +0 2 0 0 00.1918 00.0000 00.0000 1 1 0
99 12 01 f47 1 0 0 0 +0 0 +0 2 0 0 00.2064 00.0000 00.0000 1 1 0
99 13 01 f46 0 1 2 1 +1 0 -1 2 0 0 00.2363 00.0000 00.0000 0 0 0
99 14 01 v47 0 1 2 1 +1 1 -1 2 0 0 00.3360 00.0000 00.0000 0 0 0
99 15 01 f12 0 1 1 4 -1 0 -1 2 0 0 00.6721 00.0000 00.0000 0 0 0
99 16 01 f01 0 1 1 3 +1 0 -1 2 0 0 00.1344 00.0000 00.0000 0 0 0
99 17 01 v27 1 0 0 0 +0 0 +0 2 0 0 00.1984 00.0000 00.0000 1 1 0
99 18 01 v10 0 1 1 4 -1 1 -1 2 0 0 00.2072 00.0000 00.0000 0 0 0
99 19 01 v31 0 1 1 3 +1 1 +1 2 0 0 00.1484 00.0000 00.0000 0 0 0
99 20 01 f41 0 1 2 4 +1 0 -1 2 0 0 00.1644 00.0000 00.0000 0 0 0
99 21 01 f11 0 1 1 1 +1 0 +1 2 0 0 00.0715 00.0000 00.0000 0 0 0
99 22 01 f43 0 1 1 1 -1 0 -1 2 0 0 00.1907 00.0000 00.0000 0 0 0
99 23 01 f07 0 1 2 1 +1 0 +1 2 0 0 00.1126 00.0000 00.0000 0 0 0
99 24 01 v23 0 1 1 4 +1 1 +1 2 0 0 00.1489 00.0000 00.0000 0 0 0
99 25 01 v46 0 1 2 4 -1 1 -1 2 0 0 00.1390 00.0000 00.0000 0 0 0
99 26 01 f35 0 1 2 3 -1 0 -1 2 0 0 00.2036 00.0000 00.0000 0 0 0
99 27 01 f19 0 1 1 1 -1 0 +1 2 0 0 00.0659 00.0000 00.0000 0 0 0
99 28 01 v35 0 1 1 1 -1 1 +1 2 0 0 00.2643 00.0000 00.0000 0 0 0
99 29 01 v38 0 1 2 4 +1 1 +1 2 0 0 00.2174 00.0000 00.0000 0 0 0
99 30 01 f30 1 0 0 0 +0 0 +0 2 0 0 00.2323 00.0000 00.0000 1 1 0
99 31 01 v17 1 0 0 0 +0 0 +0 2 0 0 00.2293 00.0000 00.0000 1 1 0
99 32 01 f06 0 1 1 1 +1 0 -1 2 0 0 00.1753 00.0000 00.0000 0 0 0
99 33 01 f39 0 1 2 3 +1 0 -1 2 0 0 00.2578 00.0000 00.0000 0 0 0
99 34 01 f13 1 0 0 0 +0 0 +0 2 0 0 00.1253 00.0000 00.0000 1 1 0
99 35 01 f09 0 1 1 1 +1 0 +1 2 0 0 00.2240 00.0000 00.0000 0 0 0
99 36 01 v21 1 0 0 0 +0 0 +0 2 0 0 00.2724 00.0000 00.0000 1 1 0
99 37 01 f27 1 0 0 0 +0 0 +0 2 0 0 00.2247 00.0000 00.0000 1 1 0
99 38 01 v22 0 1 1 3 -1 1 -1 2 0 0 00.2505 00.0000 00.0000 0 0 0
99 39 01 v20 0 1 2 3 -1 1 +1 2 0 0 00.2545 00.0000 00.0000 0 0 0
99 40 01 v33 0 1 1 4 -1 1 +1 2 0 0 08.6171 00.0000 00.0000 0 0 0
99 41 01 f34 0 1 2 1 -1 0 -1 2 0 0 00.8433 00.0000 00.0000 0 0 0
