Subject Block Trial Dot_Coherence Sound_Direction Response
04 03 23 +0.56 +0 +1
04 03 24 -0.18 +1 -1
04 03 25 +0.56 -1 +1
04 03 26 -0.32 +0 -1
04 03 27 +0.10 +1 -1
04 03 28 +1.00 -1 +1
04 03 29 +0.00 +1 -1
04 03 30 -0.56 +0 -1
04 03 31 -0.10 -1 -1
04 03 32 -0.56 -1 -1
04 03 33 +0.00 +0 -1
04 04 01 -0.10 +0 -1
04 04 02 -0.18 +1 -1
04 04 03 +0.32 +0 +1
04 04 04 +0.18 -1 -1
04 04 05 +0.32 -1 +1
04 04 06 +0.00 -1 +1
04 04 07 +0.00 +1 +1
04 04 08 +0.10 +0 -1
04 04 09 -0.18 -1 -1
04 04 10 +0.18 +0 +1
04 04 11 -0.56 +0 -1
04 04 12 -0.10 +1 -1
04 04 13 -0.10 -1 -1
04 04 14 -0.32 +0 -1
04 04 15 -1.00 -1 -1
04 04 16 -0.18 +0 -1
04 04 17 -0.56 +1 -1
04 04 18 +0.10 -1 -1
04 04 19 -1.00 +0 -1
04 04 20 +0.18 +1 +1
04 04 21 +0.00 +0 -1
04 04 22 -0.56 -1 -1
04 04 23 +1.00 +1 +1
04 04 24 -0.32 +1 -1
04 04 25 -0.32 -1 -1
04 04 26 +0.32 +1 +1
04 04 27 -1.00 +1 -1
04 04 28 +1.00 +0 +1
04 04 29 +1.00 -1 +1
04 04 30 +0.56 +1 +1
04 04 31 +0.10 +1 +1
04 04 32 +0.56 +0 +1
04 04 33 +0.56 -1 +1
04 05 01 +0.56 -1 +1
04 05 02 +1.00 -1 +1
04 05 03 -1.00 +1 -1
04 05 04 +0.00 +0 -1
04 05 05 -0.56 +0 -1
04 05 06 +0.18 +0 -1
04 05 07 -0.10 +1 -1
04 05 08 +0.18 +1 +1
04 05 09 +0.10 +1 +1
04 05 10 -0.56 -1 -1
04 05 11 -0.18 -1 -1
04 05 12 -0.10 +0 -1
04 05 13 +0.00 -1 -1
04 05 14 +0.32 -1 +1
04 05 15 -0.56 +1 -1
04 05 16 +0.00 +1 -1
04 05 17 -0.18 +1 -1
04 05 18 +0.10 -1 +1
04 05 19 +0.32 +1 +1
04 05 20 +0.56 +1 +1
04 05 21 -1.00 -1 -1
04 05 22 -0.10 -1 -1
04 05 23 -0.32 +1 -1
04 05 24 -1.00 +0 -1
04 05 25 -0.32 -1 -1
04 05 26 +0.18 -1 +1
04 05 27 +1.00 +0 +1
04 05 28 -0.18 +0 -1
04 05 29 -0.32 +0 +1
04 05 30 +0.10 +0 +1
04 05 31 +0.32 +0 +1
04 05 32 +1.00 +1 +1
04 05 33 +0.56 +0 -1
04 06 01 -0.18 -1 -1
04 06 02 +0.56 +1 +1
04 06 03 -0.10 +0 +1
04 06 04 +0.18 +1 +1
04 06 05 +0.56 -1 +1
04 06 06 -0.10 +1 -1
04 06 07 +0.00 +1 +1
04 06 08 -1.00 +1 -1
04 06 09 +0.10 +0 +1
04 06 10 -0.32 +1 -1
04 06 11 -0.18 +0 -1
04 06 12 -1.00 +0 -1
04 06 13 +0.10 -1 +1
04 06 14 +1.00 +1 +1
04 06 15 +0.00 +0 -1
04 06 16 +0.00 -1 -1
04 06 17 -1.00 -1 -1
04 06 18 -0.32 -1 -1
04 06 19 -0.56 +0 -1
04 06 20 +1.00 +0 +1
04 06 21 +0.32 -1 +1
04 06 22 +0.56 +0 +1
04 06 23 -0.56 +1 +1
04 06 24 -0.18 +1 +1
04 06 25 -0.10 -1 +1
04 06 26 -0.56 -1 -1
04 06 27 +1.00 -1 +1
04 06 28 +0.18 +0 +1
04 06 29 +0.32 +1 +1
04 06 30 +0.10 +1 +1
04 06 31 -0.32 +0 +1
04 06 32 +0.18 -1 +1
04 06 33 +0.32 +0 -1
04 07 01 +0.56 -1 +1
04 07 02 +0.00 +1 +1
04 07 03 +0.32 +1 +1
04 07 04 -0.56 +0 -1
04 07 05 +0.56 +0 -1
04 07 06 +0.18 +0 -1
04 07 07 +1.00 +0 +1
04 07 08 -1.00 +1 -1
04 07 09 +0.10 +0 +1
04 07 10 +1.00 -1 +1
04 07 11 -0.10 +1 -1
04 07 12 -0.18 +0 -1
04 07 13 -0.10 +0 -1
04 07 14 -1.00 +0 -1
04 07 15 +0.00 -1 -1
04 07 16 -0.18 -1 -1
04 07 17 +0.00 +0 -1
04 07 18 -1.00 -1 -1
04 07 19 +0.10 +1 -1
04 07 20 -0.32 -1 -1
04 07 21 +0.10 -1 -1
04 07 22 -0.56 +1 -1
04 07 23 +0.32 +0 -1
04 07 24 +0.18 +1 +1
04 07 25 -0.10 -1 -1
04 07 26 -0.32 +0 -1
04 07 27 +1.00 +1 +1
04 07 28 +0.56 +1 +1
04 07 29 -0.32 +1 +1
04 07 30 +0.32 -1 -1
04 07 31 -0.18 +1 -1
04 07 32 -0.56 -1 -1
04 07 33 +0.18 -1 -1
04 08 01 +0.56 +0 +1
04 08 02 -0.32 +0 -1
04 08 03 +1.00 +1 +1
04 08 04 -0.10 -1 -1
04 08 05 -0.10 +0 -1
04 08 06 -0.10 +1 -1
04 08 07 +0.32 +0 -1
04 08 08 +0.32 +1 +1
04 08 09 -0.32 -1 -1
04 08 10 +0.18 +0 +1
04 08 11 -0.56 +0 -1
04 08 12 +0.32 -1 +1
04 08 13 +0.56 -1 +1
04 08 14 +0.00 -1 +1
04 08 15 -0.32 +1 -1
04 08 16 -1.00 +0 -1
04 08 17 -0.56 -1 -1
04 08 18 +1.00 +0 +1
04 08 19 +0.10 +1 +1
04 08 20 -1.00 +1 -1
04 08 21 +0.10 +0 +1
04 08 22 -0.18 +0 +1
04 08 23 +0.56 +1 +1
04 08 24 -0.56 +1 -1
04 08 25 -0.18 -1 -1
04 08 26 +0.10 -1 -1
04 08 27 +0.18 -1 +1
04 08 28 -0.18 +1 -1
04 08 29 -1.00 -1 -1
04 08 30 +1.00 -1 +1
04 08 31 +0.00 +0 -1
04 08 32 +0.18 +1 +1
04 08 33 +0.00 +1 +1
04 09 01 -0.10 -1 +1
04 09 02 -0.32 +0 -1
04 09 03 -0.32 -1 +1
04 09 04 +0.18 -1 +1
04 09 05 -0.18 +0 -1
04 09 06 +0.56 -1 +1
04 09 07 +0.18 +1 +1
04 09 08 -0.18 -1 -1
04 09 09 +1.00 +0 +1
04 09 10 -1.00 +1 -1
04 09 11 -1.00 +0 -1
04 09 12 +0.56 +0 +1
04 09 13 -0.56 +0 -1
04 09 14 +1.00 -1 +1
04 09 15 +0.18 +0 +1
04 09 16 +0.32 +0 +1
04 09 17 +0.32 -1 +1
04 09 18 +0.10 -1 +1
04 09 19 +0.00 -1 +1
04 09 20 +1.00 +1 +1
04 09 21 -0.32 +1 -1
04 09 22 +0.00 +1 -1
04 09 23 +0.10 +0 -1
04 09 24 +0.00 +0 +1
04 09 25 -0.56 +1 +1
04 09 26 +0.56 +1 +1
04 09 27 -0.10 +0 -1
04 09 28 -0.18 +1 -1
04 09 29 -0.10 +1 +1
04 09 30 -1.00 -1 -1
04 09 31 -0.56 -1 -1
04 09 32 +0.32 +1 +1
04 09 33 +0.10 +1 +1
04 10 01 -0.10 +0 +1
04 10 02 +0.18 +0 +1
04 10 03 +0.00 +1 -1
04 10 04 +0.56 +0 -1
04 10 05 +0.10 +1 +1
04 10 06 -0.10 +1 -1
04 10 07 +1.00 +0 +1
04 10 08 -1.00 -1 -1
04 10 09 -1.00 +1 -1
04 10 10 +0.10 +0 +1
04 10 11 -0.18 -1 +1
04 10 12 -0.32 +0 -1
04 10 13 +0.00 +0 +1
04 10 14 -1.00 +0 -1
04 10 15 +1.00 -1 +1
04 10 16 -0.56 -1 -1
04 10 17 +1.00 +1 +1
04 10 18 +0.32 +1 +1
04 10 19 +0.56 -1 -1
04 10 20 -0.56 +0 -1
04 10 21 +0.00 -1 -1
04 10 22 -0.18 +0 -1
04 10 23 -0.56 +1 -1
04 10 24 +0.18 -1 +1
04 10 25 +0.56 +1 +1
04 10 26 +0.32 +0 +1
04 10 27 +0.18 +1 +1
04 10 28 -0.32 -1 -1
04 10 29 +0.32 -1 +1
04 10 30 -0.10 -1 -1
04 10 31 -0.18 +1 -1
04 10 32 -0.32 +1 +1
04 10 33 +0.10 -1 -1
