sub block trial obj foil exp maze DP turn attend pos resp1 resp2 resp3 RT1 RT2 RT3 correct1 correct2 correct3
Subject 04 -- attend furniture
04 1 01 33 0 1 2 3 +1 0 -1 2 NaN NaN 03.1627 00.0000 00.0000 0 NaN NaN
04 1 02 21 0 1 1 1 -1 1 -1 1 1 2 02.8799 04.4226 04.2686 1 1 0
04 1 03 26 0 1 2 1 -1 0 -1 1 2 2 01.7315 02.0577 06.3235 1 1 0
04 1 04 20 1 0 0 0 +0 0 +0 2 NaN NaN 01.3483 00.0000 00.0000 1 NaN NaN
04 1 05 1 0 1 2 4 +1 0 -1 1 2 1 01.5734 05.2348 03.4309 1 1 0
04 1 06 17 1 0 0 0 +0 0 +0 2 NaN NaN 01.7451 00.0000 00.0000 1 NaN NaN
04 1 07 47 0 1 2 1 +1 0 -1 1 1 2 01.1861 02.3359 02.9094 1 0 1
04 1 08 12 0 1 2 1 +1 0 -1 1 2 2 07.1333 01.4743 01.5241 1 1 1
04 1 09 6 0 1 2 1 +1 0 +1 1 1 2 01.2468 03.4818 04.6310 1 0 1
04 1 10 21 1 0 0 0 +0 0 +0 2 NaN NaN 01.4231 00.0000 00.0000 1 NaN NaN
04 1 11 12 1 0 0 0 +0 0 +0 2 NaN NaN 01.5980 00.0000 00.0000 1 NaN NaN
04 1 12 1 0 1 1 1 -1 1 +1 1 1 1 01.2373 05.3930 05.5026 1 1 1
04 1 13 19 1 0 0 0 +0 0 +0 2 NaN NaN 03.5062 00.0000 00.0000 1 NaN NaN
04 1 14 17 1 0 0 0 +0 0 +0 2 NaN NaN 02.0571 00.0000 00.0000 1 NaN NaN
04 1 15 11 0 1 2 1 +1 0 +1 1 2 2 02.3489 02.0736 02.3863 1 1 1
04 1 16 14 0 1 2 1 +1 1 -1 1 1 1 01.9120 06.8708 01.3824 1 0 0
04 1 17 38 0 1 1 3 -1 1 +1 1 1 1 02.0385 01.9368 03.9831 1 1 1
04 1 18 35 0 1 2 4 +1 0 +1 1 2 2 02.1782 02.4701 01.8221 1 1 1
04 1 19 41 1 0 0 0 +0 0 +0 2 NaN NaN 02.7481 00.0000 00.0000 1 NaN NaN
04 1 20 43 0 1 2 1 -1 1 +1 1 1 1 01.2025 02.5595 02.2279 1 0 1
04 1 21 9 0 1 2 4 -1 0 -1 1 2 1 01.2012 02.7022 01.7083 1 1 1
04 1 22 13 0 1 1 1 -1 1 -1 1 1 2 01.4067 02.4665 02.7472 1 1 0
04 1 23 39 0 1 1 4 -1 0 +1 1 1 2 01.3462 02.5049 01.7435 1 1 0
04 1 24 42 0 1 1 1 +1 1 +1 1 1 1 02.0004 01.8358 01.3104 1 1 0
04 1 25 47 1 0 0 0 +0 0 +0 2 NaN NaN 01.6014 00.0000 00.0000 1 NaN NaN
04 1 26 10 0 1 2 4 -1 0 +1 1 1 2 01.2087 02.5815 03.9606 1 0 0
04 1 27 27 1 0 0 0 +0 0 +0 2 NaN NaN 01.2767 00.0000 00.0000 1 NaN NaN
04 1 28 15 0 1 1 4 +1 0 -1 1 1 1 01.1051 01.0585 02.0376 1 1 0
04 1 29 11 0 1 1 1 +1 1 -1 1 1 2 04.3947 02.1465 03.0316 1 1 1
04 1 30 45 1 0 0 0 +0 0 +0 1 2 2 04.6418 01.8230 01.3781 0 0 0
04 1 31 39 0 1 2 1 -1 1 -1 1 1 1 01.7783 01.5270 01.1900 1 0 1
04 1 32 13 0 1 2 1 -1 0 -1 1 1 1 01.2461 02.9849 00.9392 1 0 1
04 1 33 37 0 1 1 1 +1 0 +1 1 1 2 01.2776 04.4712 01.4192 1 1 1
04 1 34 46 0 1 1 3 +1 0 -1 1 1 1 01.0335 01.4535 03.7279 1 1 0
04 1 35 18 0 1 2 4 -1 1 -1 1 2 2 03.1497 02.0889 00.9929 1 1 0
04 1 36 5 0 1 2 3 -1 0 +1 2 NaN NaN 08.1606 00.0000 00.0000 0 NaN NaN
04 1 37 25 0 1 1 1 +1 0 -1 1 1 2 00.9645 01.1633 00.7457 1 1 1
04 1 38 38 1 0 0 0 +0 0 +0 2 NaN NaN 01.3159 00.0000 00.0000 1 NaN NaN
04 1 39 7 1 0 0 0 +0 0 +0 2 NaN NaN 02.4544 00.0000 00.0000 1 NaN NaN
04 1 40 33 0 1 1 1 +1 1 -1 1 1 1 00.8733 01.9230 03.0111 1 1 0
04 1 41 3 0 1 1 3 -1 1 -1 1 2 2 01.6790 01.1599 01.9421 1 0 0
04 1 42 8 0 1 2 3 -1 1 +1 1 2 1 01.0069 05.6521 00.7427 1 1 1
04 1 43 10 0 1 2 4 -1 1 +1 1 1 2 01.2174 01.2298 02.1373 1 0 0
04 1 44 24 1 0 0 0 +0 0 +0 2 NaN NaN 00.9382 00.0000 00.0000 1 NaN NaN
04 1 45 25 0 1 1 3 +1 1 +1 1 1 2 01.5974 01.1618 02.2162 1 1 1
04 1 46 45 0 1 1 1 +1 0 -1 1 1 1 00.8054 00.7233 01.1560 1 1 0
04 1 47 20 0 1 2 3 +1 1 +1 2 NaN NaN 05.3900 00.0000 00.0000 0 NaN NaN
04 1 48 2 1 0 0 0 +0 0 +0 1 1 2 03.7345 00.9373 00.8175 0 0 0
04 1 49 16 0 1 1 4 +1 1 -1 1 1 2 02.1214 01.0241 00.9000 1 1 1
04 1 50 42 0 1 1 1 -1 0 -1 1 2 1 01.3846 03.7419 00.3208 1 0 1
04 1 51 3 0 1 2 3 -1 0 -1 1 2 2 01.5971 02.6654 01.0648 1 1 0
04 1 52 16 1 0 0 0 +0 0 +0 2 NaN NaN 02.4378 00.0000 00.0000 1 NaN NaN
04 1 53 48 0 1 1 3 -1 0 -1 1 1 1 01.0980 01.4673 01.2612 1 1 1
04 1 54 4 0 1 2 3 +1 1 -1 1 2 1 01.6017 00.5098 03.6394 1 1 0
04 1 55 35 0 1 1 4 -1 1 +1 1 1 2 01.2734 01.3625 02.0418 1 1 0
04 1 56 40 0 1 1 4 +1 0 +1 1 1 2 00.7666 02.3340 00.6994 1 1 1
04 1 57 29 0 1 2 1 -1 1 -1 1 2 1 00.9683 01.6312 01.1779 1 1 1
04 1 58 37 0 1 1 1 +1 1 +1 1 2 2 01.1867 09.8884 00.4495 1 0 1
04 1 59 7 0 1 2 1 +1 1 +1 1 1 1 02.9368 02.2212 03.2956 1 0 0
04 1 60 34 0 1 2 1 -1 0 +1 1 2 1 00.8796 01.9777 01.8625 1 1 1
04 1 61 8 0 1 2 1 -1 0 +1 1 2 1 01.0746 03.1247 02.5931 1 1 1
04 1 62 15 0 1 2 1 +1 1 -1 1 2 2 02.0305 00.2966 01.1953 1 1 1
04 1 63 31 0 1 1 3 +1 1 -1 1 1 1 01.5867 01.0236 01.8601 1 1 0
04 1 64 23 0 1 2 1 +1 1 +1 1 2 1 01.5363 01.3114 00.5035 1 1 0
04 1 65 2 0 1 2 4 +1 1 +1 1 2 2 01.2128 01.9772 00.8055 1 1 1
04 1 66 48 0 1 1 1 -1 1 +1 1 1 1 01.3414 01.4607 01.3507 1 1 1
04 1 67 31 0 1 1 4 -1 0 -1 1 1 2 01.2082 03.6212 02.1409 1 1 0
04 1 68 41 0 1 1 1 -1 0 +1 1 1 1 01.2298 00.3614 00.6654 1 1 1
04 1 69 44 0 1 2 4 +1 1 -1 1 1 1 00.9996 00.8772 00.7915 1 0 0
04 1 70 36 0 1 1 1 -1 0 +1 1 1 1 01.0561 00.7549 03.2994 1 1 1
04 1 71 46 1 0 0 0 +0 0 +0 2 NaN NaN 02.2267 00.0000 00.0000 1 NaN NaN
04 1 72 14 0 1 1 1 -1 0 -1 2 NaN NaN 01.5194 00.0000 00.0000 0 NaN NaN
04 1 73 34 0 1 2 3 -1 1 -1 1 1 2 01.1134 02.0579 00.7706 1 0 0
04 1 74 19 0 1 1 1 +1 0 +1 1 1 2 01.0688 01.4393 01.0105 1 1 1
04 1 75 22 0 1 1 3 -1 0 +1 1 1 1 00.7381 01.9868 00.9590 1 1 1
04 1 76 4 0 1 2 3 +1 0 +1 1 2 2 01.0561 00.9630 00.4742 1 1 1
04 1 77 28 0 1 2 1 -1 1 +1 1 2 1 00.8322 02.3805 01.2080 1 1 1
04 1 78 26 0 1 1 4 -1 1 -1 1 1 2 00.9439 01.2394 01.6508 1 1 0
04 1 79 23 0 1 1 3 +1 0 +1 1 2 2 01.2561 02.3391 01.5045 1 0 1
04 1 80 40 0 1 1 4 +1 1 +1 1 1 2 01.1640 01.3063 01.0751 1 1 1
04 2 01 23 0 1 2 1 +1 1 +1 1 2 2 01.5075 04.7399 00.9568 1 1 1
04 2 02 14 0 1 1 1 -1 0 -1 2 NaN NaN 00.9746 00.0000 00.0000 0 NaN NaN
04 2 03 20 1 0 0 0 +0 0 +0 2 NaN NaN 00.8803 00.0000 00.0000 1 NaN NaN
04 2 04 38 0 1 1 3 -1 1 +1 1 1 1 01.0777 02.5037 01.8702 1 1 1
04 2 05 13 0 1 2 1 -1 0 -1 1 1 1 01.1135 01.2260 01.3503 1 0 1
04 2 06 39 0 1 2 1 -1 1 -1 1 2 2 00.9674 01.7902 01.1068 1 1 0
04 2 07 8 0 1 2 1 -1 0 +1 1 2 1 00.7181 01.0714 00.8501 1 1 1
04 2 08 43 0 1 2 1 -1 1 +1 1 1 1 01.1607 01.1912 01.3166 1 0 1
04 2 09 45 0 1 1 1 +1 0 -1 1 1 1 01.4480 00.9705 01.4252 1 1 0
04 2 10 41 0 1 1 1 -1 0 +1 1 1 2 01.1196 03.2638 00.9503 1 1 0
04 2 11 13 0 1 1 1 -1 1 -1 1 2 1 02.7281 01.3335 01.3249 1 0 1
04 2 12 27 1 0 0 0 +0 0 +0 2 NaN NaN 02.2714 00.0000 00.0000 1 NaN NaN
